true,pred,confidence,text,reason
delivery_issue,billing_problem,0.567,"I am disputing a late payment report from Discover on my credit report. The payment in question was for {$27.00}, and while it was slightly…",mixed or ambiguous
other,billing_problem,0.3,I was told XXXX ( XXXX ) that my account ending in XXXX is scheduled to be closed on XX/XX/XXXX. I did not know this until trying to make a…,low confidence
other,app_bug,0.24,I have a bank account with TD Bank ( checking and savings ). TD Bank restricted my account with no information provided to me other than to…,low confidence
app_bug,refund_request,0.346,"This is a copy of one letter sent to my bank:  To: Ally Bank Address: XXXX XXXX XXXX XXXX, PA XXXX  Email: XXXX  Object: This is an Officia…",refund vs billing overlap
delivery_issue,refund_request,0.307,On XX/XX/2023 I attempted to send my wife {$5000.00} through XXXX she never received the payment after talking to XXXX customer service and…,weak delivery cues
delivery_issue,refund_request,0.274,I purchased vanilla visa gift card on XX/XX/year> and the following day on the first attempt to use it to make a purchase it was declined. …,weak delivery cues
other,app_bug,0.337,Transferred cryptocurrency from a personal account to an official broker ( Coinbase.com ) on XX/XX/XXXX. The transaction succeeded while Co…,vague app wording
delivery_issue,billing_problem,0.268,"I am fairly certain I made a payment on or about XX/XX/XXXX to Capital One for my business credit card. It was not credited. However, the p…",low confidence
app_bug,refund_request,0.28,Since opening my account with Truist i have never had access to online statements for one of my accounts. I have documented emails and call…,low confidence
billing_problem,app_bug,0.384,Citi is refusing to credit me the XXXX XXXX XXXX XXXX bonus they owe me for signing up for the Citigold bank account promotion and meeting …,vague app wording
refund_request,app_bug,0.233,"This initial communication is an attempt to inform you of monies exceeding {$6800.00}, XXXX XXXX XXXX XXXX XXXX XXXX UNLAWFULLY taken from …",vague app wording
other,billing_problem,0.243,On XX/XX/2023 Wyndham XXXX  in XXXX XXXX opened a credit card with a XXXX limit in my name without my permission. I was able to call the is…,low confidence
refund_request,other,0.248,My two bank accounts ( XXXXXXXX XXXX  XXXX XXXX ) and my three credit ( XXXX XXXX/Capital One/Capital One -Walmart ). Giving me a VERY HARD…,refund vs billing overlap
other,refund_request,0.406,"So during around XXXX years ago at the end of XXXX I had accidentally sent money to the wrong person in Zelle and it was XXXX $ for rent, w…",low confidence
refund_request,billing_problem,0.294,Citibank is not honoring a card that I have a credit balance on and have attempted to do phishing when I call them.   Before XXXX I paid in…,low confidence
refund_request,app_bug,0.286,I received a cheque from my roommate totaling {$11000.00} to reimburse me for booking a residence in California for a few months. A day aft…,low confidence
app_bug,refund_request,0.255,"Thank you for reviewing my complaint. I am sorry it is taking this much effort to get results, but it is impossible to get ahold of anyone …",vague app wording
delivery_issue,refund_request,0.377,"I have a checking account with Wells Fargo. I was to make a payment of about {$320.00} to XXXX, but I called them prior to the payment bein…",vague app wording
billing_problem,app_bug,0.276,"I discovered that my card had been stolen/returned to my purse multiple times, along with my drivers license, and used without my authoriza…",low confidence
billing_problem,app_bug,0.246,"I opened a checking and savings account with Citi to receive the {$400.00} promotion. Per the terms, I had to maintain a total of {$15000.0…",low confidence
other,app_bug,0.379,"BMO Bank has provided extremely poor customer service. I opened a Relationship Checking account with the {$600.00} bonus offer, but the pro…",vague app wording
billing_problem,refund_request,0.403,"They're charging me {$30.00} for returning a payment I'd made twice to my account.  They confirmed they would remove it, but it's been more…",low confidence
app_bug,refund_request,0.43,"You will see that I have sent a previous complaint, but this is an extension of an ongoing issue I am having with Wells Fargo.   On XX/XX/2…",refund vs billing overlap
other,billing_problem,0.349,Blessings to you. Capital One is saying that I have another credit card with them. I dont they constantly keep asking me to pay this bill. …,low confidence
app_bug,billing_problem,0.405,"Each time the app or the on-line account information displays it states what the balance is. After seeing account is negative, I then make …",vague app wording
refund_request,billing_problem,0.362,"To Whom It May Concern, I am writing to address Navy Federal Credit Unions handling of my dispute regarding a charge of {$420.00} from XXXX…",refund vs billing overlap
app_bug,refund_request,0.308,"Company involved : Money Network / Fiserv I was receiving my unemployment money through XXXX, who issued me a XXXX XXXX XXXXXXXX debit card…",vague app wording
delivery_issue,billing_problem,0.348,"On XX/XX/2019 I attended a Wyndham seminar. I provided information to check on financing, which I declined. And I consented to being sent p…",vague app wording
refund_request,billing_problem,0.243,I was invited by my friend to attended 3 day business seminar in XXXX Arizona hosted by XXXX. The program was to boost companies to another…,refund vs billing overlap
delivery_issue,billing_problem,0.31,Wells Fargo Credit issued a Visa Card in my name and it was used to charge {$4100.00}. We knew nothing about this Visa. We never asked for …,vague app wording
app_bug,billing_problem,0.653,I submitted a closure of my American Express account after 23 years of ON TIME PAYMENT and tens of thousands of dollars of consumer credit …,vague app wording
app_bug,refund_request,0.313,"I had a Checking account with Bank of America, there was a fraud with the account with cash app, I reported to them and my account is close…",vague app wording
refund_request,other,0.385,I called to dispute a Zelle transaction. I checked the next day and my case was closed with no refund. I provided all necessary information…,low confidence
app_bug,billing_problem,0.619,"On internet advertising by XXXX XXXX terms of purchasing indicated 0 % interest for 48 months. XXXX  was {$1800.00}, terms {$39.00} a month…",vague app wording
billing_problem,other,0.345,"I am a victim of identity theft. Someone, using my name, requested a credit card from XXXX XXXX ( XXXX XXXX XXXX, XXXX, OH, XXXX XXXX ) and…",weak delivery cues
refund_request,app_bug,0.389,"Google pay customer care number XXXX any problem paytm refund Include dates, amounts, and actions that were taken by you or the company.  D…",low confidence
refund_request,app_bug,0.239,Trying to link my bank account to my employers reimbursement system so I can get paid for expenses.,low confidence
billing_problem,app_bug,0.241,"On late XX/XX/2022, likely around XX/XX/22, I was trying to redeem XXXX rewards certificate ; however there is a system on XXXXComenity ban…",vague app wording
app_bug,billing_problem,0.802,I own a small business and was looking for a credit card to consolidate some debt and transfer balance to from another credit card. I found…,vague app wording
refund_request,billing_problem,0.311,"On XX/XX/year>, I made a payment of {$3100.00} to a company called XXXX, after attending what I believed was an opportunity for modeling. I…",refund vs billing overlap
refund_request,app_bug,0.307,I made an international purchase on eBay and attempted to make payment via PayPal. PayPal automatically defaults to having the money taken …,refund vs billing overlap
app_bug,refund_request,0.286,"We received a XXXX XXXX gift card on XX/XX/XXXX as a anniversary gift from my mother in law, with {$100.00} loaded on. We did not open the …",low confidence
other,app_bug,0.246,Coinbase I had XXXX worth of virtual coins. As soon as the market started going up my account was locked. Once I managed to get into my acc…,low confidence
app_bug,refund_request,0.503,I am a victim of a online scam. I used money gram to send the money and after finding out that it was a scam I contacted money gram to see …,low confidence
other,billing_problem,0.295,"Amount of {$100.00} has been paid to "" Collection SVC of Athens '' as of XXXX. Both parties agreed that this record will not show nor appea…",vague app wording
delivery_issue,refund_request,0.277,Bank of America closed my bank account and when I called and learned this I had ~ $ XXXX in my account. I was told there was no debits allo…,low confidence
refund_request,billing_problem,0.396,Contacted CitibankbCustomer Service on XX/XX/XXXX - had long conversation about incorrect service fees. Was told two months fees would be r…,refund vs billing overlap
refund_request,billing_problem,0.29,My credit card erroneously debited my bank account ( PNC Bank ) for the entire card balance instead of the payment submitted. There were in…,refund vs billing overlap
app_bug,refund_request,0.279,On Wednesday XX/XX/XXXX I drove to a credit union I use and withdrew a bank/cashiers check in the amount of {$100000.00} payable to myself …,low confidence
